NAMA,IDPEL,ALAMAT,TARIF,DAYA,KDPT_2,TAGSASI / METER,UNITUP,WILKER,ULP,NOM MCB,X,Y,MERK METER,TYPE METER,NOMOR METER,NAMA GARDU,NO. TIANG,,
PJU BRANGGAHAN 1,514100845074,DS DSBRANGGAHAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.908641,111.984711,ADTECH,IEC62053,31908,EM163,A3,,
PJU DS KRENCENG,514060664365,DN KRENCENG,P3,5760.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.908724,112.127744,,,,EF254,D0,,
PJU DS JAJAR,514060760658,DN JAJAR,P3,9060.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.908729,112.127755,,,,EF254,D0,,
PJU KRATON 1 EN106 (M),514110799941,DS TANJUNG,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.908745,111.94648,MELCOINDA,MS98E,8794818,EN106,B20A1,,
PJU BOLODEWO WATES,514100616024,DN DNBOLODEWO WONOREJO,P3,16030.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.910173,112.095671,,,,EM448,B0,,
PJU RINGINSARI,514101115857,DSRINGINSARI,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.910199,112.026344,MELCOINDA,MS98E,8211200,EM255,D4C4,,
PJU BENDOREJO WATES,514061170394,BENDOREJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.910771,112.119213,SMARTMETER,SMI 200 S,162496408,EF523,B18,,
PJU NGLETIH,514100844981,DN DNNGLETIH KANDAT,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.911349,112.063843,CANNET,DDS137,50904338485,EM252,A1,,
PJU NGLETIH KANDAT BARU,514100633352,DS DSNGLETIH KANDAT,P3,16500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.911375,112.063873,,,,EM252,A1,,
PJU  POJOK,514101115666,DSPOJOK WATES,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.911885,112.085139,MELCOINDA,MS98E,8211172,EM394,C7,,
PJU WATES 2,514060729376,DN WATES,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.911976,112.130506,MELCOINDA,MS98E,8211192,EF168,A1,,
PJU WATES 3,514060729384,DS WATES,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.911991,112.130498,MELCOINDA,MS98E,9661191,EF168,C9,,
PJU TEGALAN,514101115808,DSTEGALAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.912023,112.03354,SANXING,CSI01,4518638039,EM577,A1,,
PJU DS LAMONG,514060664324,DN LAMONG,P3,9040.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.912087,112.194890,,,,EF251,A0,,
PJU PLOSOKLATEN,514061329807,DS PLOSO KIDUL,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.9121252,112.1375829,CANNET,DDS137,50903427321,EF097,B4,,
PJU PERUM RAYA CITRA HARM,514101238801,NGADILUWIH,P3,1300.0,1.0,METER,51410.0,KAB,NGADILUWIH,591.0,-7.9121703,111.9953405,SMARTMETER,SMI-200S,212748681,EM561,D1A10D3,,
PJU SEPAWON 215,514060879545,JL BADEK,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.912521,112.241046,METBELOSA,OB91Z,2491588,EF217,D1,,
PJU PETUNGROTO T.217,514061240000,DN PETUNGROTO NO 0 PETUNGROTO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.912679,112.241781,MELCOINDA,MS98E,8798442,EF217,B1,,
PJU PETUNGOMBO (217),514060655559,DN PETUNGOMBO,P3,3440.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.912708,112.241767,,,,EF217,B1,,
PJU BRANGGAHAN 3,514100844638,DS DNBRANGGAHAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.912875,111.997263,ADTECH,IEC62053,282287,EM561,D1A10,,
PJU SLUMBUNG 2,514100845187,DN DNSLUMBUNG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.913083,111.982268,ADTECH,IEC62053,32870,EM163,C9,,
PJU TANJUNGANOM EF185,514060880393,JL TANJUNGANOM,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.913138,112.139733,SMARTMETER,SMI 200 S,150029072,EF185,C1,,
PJU DS KRATON 416,514111113282,DS KRATON,P3,2200.0,1.0,METER,51411.0,KAB,GROGOL,1000.0,-7.913219,111.944188,SMARTMETER,SMI 200 S,172426810,EN416,C2D17,,
PJU BABADAN T.251,514061240241,DN BABADAN NO 0 BABADAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.913367,112.194589,MELCOINDA,MS98E,8797010,EF251,C3,,
PJU WATES 38,514060755922,DN SIKATAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.913562,112.129597,FUJI,ELC,829284,EF035,A4D1,,
PJU BRANGGAHAN 2,514100844376,DS DSBRANGGAHAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.913841,111.989693,ADTECH,IEC62053,19603,EM488,B2,,
PJU DUKUH SELATAN,514100844733,DN DNDUKUH SELATAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.913885,112.013277,CANNET,DDS137,50903389133,EM276,C8,,
PJU KEDAWUNG EN058 (M),514110799966,DS JATIWEKAS,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.914382,111.915716,ITRON,351,11698630,EN058,B1,,
LAMPU SODIUM B,514060066624,JL WATES,P3,400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.914385,112.123287,,,0,EF038,D11,,
PJU TEGALAN I,514100722590,DS DSTEGALAN KANDAT,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.914472,112.037539,CANNET,DDS137,50903411226,EM400,D4,,
PJU TEGALAN II,514100722603,DS DSTEGALAN KANDAT,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.914581,112.039438,CANNET,DDS137,50903409824,EM400,B1,,
P J U,514100585425,DS DSTEGALAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.914627,112.038991,CANNET,DDS137,50903432230,EM400,D0,,
PJU WATES 35,514060755914,DN TAWANG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.915312,112.129460,MELCOINDA,MS98E,9661192,EF035,A0,,
PJU JIMUS 259,514060880008,JL JIMUS,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.915399,112.214856,METBELOSA,OB91Z,2491609,EF249,A7,,
PJU  WONOREJO,514101115873,DSWONOREJO,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.915469,112.095048,MELCOINDA,MS98E,8211216,EM448,B2C12,,
PJU DS KRATON MOJO,514110675323,DS KRATON,P3,10600.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.915694,111.950602,,,,EN416,A0,,
PJU DS. NGLETIH,514101115903,DSNGLETIH,P3,2200.0,1.0,METER,51410.0,KAB,NGADILUWIH,1000.0,-7.916055,112.062698,MELCOINDA,MS98E,8210860,EM014,C4,,
PJU DS GADUNGAN TAWANG,514060760666,DN GADUNGAN,P3,7070.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.916198,112.115200,,,,EF119,B0,,
PJU DS SAMBIREJO,514060664357,DN SAMBIREJO,P3,22040.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.916201,112.115214,,,,EF119,B0,,
PJU GADUNGAN,514060622244,DN GADUNGAN,P3,80.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.916204,112.115227,,,,EF119,B0,,
PJU JAMBEAN 2,514101115881,DSJAMBEAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.916495,111.966921,MELCOINDA,MS98E,8211275,EM377,C2,,
PJU NGANCAR EF119,514060879664,DN NGANCAR,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.916692,112.117793,METBELOSA,OB91Z,2491547,EF119,B7,,
PJU BABADAN T.250,514061240282,DN BABADAN NO 0 BABADAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.916903,112.200463,MELCOINDA,MS98E,8797014,EF250,B1,,
PJU WATES 4,514060729392,JL WATES,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.917105,112.126531,CANNET,DDS137,50902028260,EF038,D1,,
PJU PTROTO T.653/654/45,514110615942,DS PETUNGROTO,P3,3040.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.917409,111.885234,,,,EN653,B0,,
PJU NGETREP EN046,514110799990,DS BERUK NGETREP,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.917698,111.871334,,,,EN046,C0,,
LAMPU SODIUM A,514060066616,JL WATES,P3,400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.917824,112.127543,,,0,EF038,B3,,
PJU NGLETIH 2,514101115945,DSNGLETIH,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.918115,112.070548,MELCOINDA,MS98E,8210861,EM253,B2,,
PJU SLUMBUNG 1,514100844679,DN DNSLUMBUNG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.918796,112.001276,ADTECH,IEC62053,11636,EM350,A4,,
PJU TALES,514100844999,DN DNTALES,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.919084,111.978988,CANNET,DDS137,50903324775,EM317,A5,,
PJU BABADAN [ 249 ],514061240266,DN BABADAN NO 0 BABADAN,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.919262,112.212091,MELCOINDA,MS98E,8797012,EF249,C4D4,,
PJU JAMBEAN,514101115761,DSJAMBEAN,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.919761,111.969762,CANNET,DDS137,50903388044,EM277,A1,,
PJU SLUMBUNG,514100844845,DN DSSLUMBUNG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.92058,112.000735,CANNET,DDS137,50903419377,EM350,C1,,
PJU KEDAWUNG 1 EN182 (M),514110799909,DS KEDAWUNG MOJO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.92084,111.94496,SMARTMETER,SMI 200 S,150009669,EN182,A11,,
PJU JAGUL,514060655981,DN JAGUL,P3,8020.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.921007,112.143702,,,,EF104,A4,,
PJU TUNGE EF104,514060879736,JL TUNGE,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.921021,112.143698,METBELOSA,OB91Z,2491329,EF104,A4,,
PJU POJOK WATES,514100576451,DS DSWATES POJOK,P3,16500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.921514,112.082519,,,,EM432,D3,,
PJU TAWANG 1,514060729405,DN TAWANG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.921709,112.128504,CANNET,DDS137,50902036081,EF036,D0,,
PJU TAWANGSARI,514060655973,DN TAWANG SARI,P3,640.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.921713,112.128522,,,,EF036,D0,,
PJU TAWANG 2,514060729413,DN TAWANG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.922669,112.126648,MELCOINDA,INDO,94005401,EF037,A7,,
PJU BABADAN T.252,514061239881,DN BABADAN NO 0 BABADAN,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.922687,112.191870,MELCOINDA,,8798734,EF252,C4,,
PJU KANDAT,514100844725,DN DNNGLARANGAN,P3,7700.0,1.0,METER,51410.0,KAB,NGADILUWIH,3500.0,-7.923402,112.035574,CANNET,DDS 137,50902520852,EM256,D0,,
PJU CENDONO 1,514100844392,DN DNCENDONO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.923425,112.009147,ADTECH,IEC62053,28294,EM375,D11A4,,
PJU NGADIREJO,514100844335,DS DSNGADIREJO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.923547,111.976482,ADTECH,IEC62053,11634,EM164,C2,,
PJU NGROMBEH,514100844368,DN DNNGROMBEH,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.923918,111.964372,ADTECH,IEC62053,28381,EM031,D1,,
LAMPU SODIUM C,514060066632,JL WATES,P3,400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.924033,112.126245,,,0,EF037,A3,,
PJU TAWANG T.286,514061239937,DN TAWANG NO 0 TAWANG,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.924459,112.133125,MELCOINDA,MS98E,8798595,EF286,D1C1D1C5,,
PJU PLOSO EN189 (M),514110675372,DS PLOSO MOJO,P3,6600.0,1.0,METER,51411.0,KAB,GROGOL,3000.0,-7.924824,111.95754,METBELOSA,,2491395,EN189,A0,,
PJU DS KEDAWUNG MOJO,514110675307,DS KEDAWUNG MOJO,P3,9540.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.92497,111.942996,,,,EN182,A0,,
PJU POJOJK 2 WATES,514101115779,DSPOJOK WATES,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.925013,112.092415,CANNET,DDS137,50904338691,EM433,B2,,
PJU CENDONO 2,514100844717,DN DNCENDONOSARI,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.925536,112.011657,SMARTMETER,SMI 200 S,161591765,EM375,D2,,
PJU CENDONO,514100603658,DS DSCENDONO KANDAT,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.925662,112.012345,,,,EM375,B0,,
PJU MANGGIS 194,514060879897,DN MANGGIS,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.925746,112.120131,METBELOSA,OB91Z,2491244,EF130,B2,,
PJU DS SEMANDING ( 130 ),514060657753,DN SEMANDING,P3,4400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.925805,112.119501,,,,EF130,B0,,
PJU PONGGOK EN618 (M),514110800203,DS PONGGOK,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.925914,111.902907,MELCOINDA,MS98E,8306642,EN618,D3,,
PJU TEMPUREJO EF104,514060879702,DN TEMPUREJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.925949,112.143496,SMARTMETER,SMI 200 S,162670783,EF381,D1,,
PJU SUROWONO EF310,514060879631,DN SUROWONO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.926467,112.244471,METBELOSA,OB91Z,2491507,EF310,B1,,
PJU SEPAWON EF310,514060879346,DN NGRANGKAH,P3,5500.0,1.0,METER,51406.0,KAB,PARE,2500.0,-7.926468,112.244484,SMARTMETER,SMI 200 S,161603616,EF310,B1,,
PJU CENDONO 2,514101115994,DSCENDONO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.926625,112.017744,MELCOINDA,MS98E,8211252,EM376,D1,,
PJU DS SUGIHWARAS T109,514060760609,DN SUGIH WARAS,P3,5360.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.926752,112.230599,,,,EF342,D11,,
PJU NGANCAR EF109,514060880688,DN MULYOREJO,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.926753,112.230609,METBELOSA,OB91LU,2491638,EF342,D11,,
PJU TALES 2,514100844447,DN DNTALES,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.926789,111.977294,SMARTMETER,SMI 200 S,161791535,EM544,A5B5,,
PJU TAWANG 3,514060729421,DS TAWANG,P3,1300.0,1.0,METER,51406.0,KAB,PARE,591.0,-7.926820,112.127066,MELCOINDA,MS98E,9661657,EF037,C3B4,,
PJU PUNJUL 243,514060879379,JL PURWOREJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.926863,112.223306,CANNET,DDS137,50902034953,EF109,D5,,
PJU SUGIHWARAS,514060656009,DN SUGIH WARAS,P3,5270.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.926875,112.223307,,,,EF109,D5,,
LAMPU SODIUM E,514060066657,DS WATES,P3,400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.926992,112.127486,,,0,EF037,C3B5,,
PJU SUKOMRAMBIL 267,514060879950,DN SUKOMRAMBIL,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.927104,112.077565,METBELOSA,OB91Z,2490368,EF261,A8,,
PJU KANDAT BARU,514100633329,DS DSKANDAT,P3,17600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.927848,112.031789,,,,EM258,A1,,
PJU KEDAWUNG 2 EN182 (M),514110799895,DS KEDAWUNG MOJO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.927954,111.941466,ITRON,351,11698656,EN161,C2,,
PJU DS SEGARAN ( 91 ),514060657738,DN SEGARAN,P3,5500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.928136,112.107852,,,,EF091,D0,,
PJU BENDOREJO 207,514060879901,DN BENDOREJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.928260,112.107464,METBELOSA,OB91Z,2491381,EF091,D1,,
PJU KARTOSARI,514101115690,DSKARTOSARI KANDAT,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.928663,112.038798,CANNET,DDS137,50904228587,EM257,D0,,
PJU KAWASAN KELUD II,514060869001,DN NGANCAR,P3,7700.0,1.0,METER,51406.0,KAB,PARE,3500.0,-7.929023,112.250531,SMARTMETER,SMI 200 S,12181321,EF335,A0,,
PJU DS PANDANTOYO,514060760596,DN PANDANTOYO,P3,3440.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.929066,112.153339,,,,EF105,D10A1,,
PJU SELOSARI,514100844454,DN DNSELOSARI KANDAT,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.92909,112.06264,ADTECH,IEC62053,32873,EM502,A11,,
PJU PANDANTOYO D10,514060880700,DN PANDANTOYO,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.929436,112.153197,METBELOSA,OB91LU,2491414,EF105,D10,,
PJU TALES UTARA,514100844327,DN DNTALES,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.929749,111.986783,SMARTMETER,SMI 200 S,140044276,EM358,B1,,
PJU BEDALI T.108,514061240338,DN BEDALI NO 0 BEDALI,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.930073,112.214841,MELCOINDA,MS98E,9660243,EF108,B8A4,,
PJU NGETREP EN044 (M),514110800004,DS TUMPAKPELEM NGETREP,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.930119,111.878739,SMARTMETER,SMI 200 S,186060778,EN044,A19,,
PJU TALES 1,514100845104,DN JLTALES,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.930128,111.975914,SMARTMETER,SMI 200 S,161593747,EM544,C3B8,,
PJU PANDANTOYO,514060655999,DN PANDANTOYO,P3,7200.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.930156,112.157816,,,,EF105,B2,,
PJU TEMPUREJO 33,514060879744,JL TEMPUREJO,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.930156,112.157828,METBELOSA,OB91Z,2491540,EF105,B2,,
PJU BRENJUK JAMBEAN BARU,514100633510,DN DNBRENJUK JAMBEAN,P3,7700.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.930403,111.972756,,,,EM166,C0,,
PJU DS POJOK ( 261 ),514060657840,DN POJOK,P3,4400.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.930549,112.077117,,,,EF261,C0,,
PJU DS SEGARAN ( 92 ),514060657746,DN SEGARAN,P3,5500.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.931094,112.106697,,,,EF092,B0,,
PJU KEDAWUNG 2 EN183 (M),514110800141,DS KEDAWUNG MOJO,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.93123,111.939955,SMARTMETER,SMI 200 S,150001810,EN183,A1,,
PJU DS KUNJANG ( 118 ),514060657720,DN KUNJANG,P3,5080.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.931340,112.131839,,,,EF118,A0,,
PJU DS KUNJANG,514060760633,DN KUNJANG,P3,8380.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.931353,112.131841,,,,EF118,A0,,
PJU TALES SELATAN,514100845025,DN DNTALES,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.931577,111.98306,CANNET,DDS137,50903344997,EM357,D3,,
PJU KEDAWUNG EN663,514110800166,DS TRITIS,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.931706,111.929076,SANXING,CSI 01,4518553715,EN663,D3C2D2,,
PJU SEGARAN T092,514060880178,DN PARIKESIT,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.931959,112.108385,METBELOSA,OB91LU,2491484,EF092,B4C1,,
PJU GUNUNG KELUD BOX 3,514060957367,MARGOMULYO,P3,23000.0,1.0,METER,51406.0,KAB,PARE,10455.0,-7.932607,112.265938,CANNET,DDS137,201917070999,EF365,0,,
PJU CENDONO 4,514100845195,DN DNDUMPUNG,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.933184,112.030822,SMARTMETER,SMI 200 S,161593929,EM505,A0,,
PJU SLUMBUNG 3,514100844470,DN DNSLUMBUNG,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.933317,111.971127,CANNET,DDS137,50903321417,EM166,C7,,
PJU TAWANG T.207,514061239873,DN TAWANG NO 0 TAWANG,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.934052,112.123721,MELCOINDA,MS98E,8798733,EF207,A5,,
PJU BANJARANYAR 2,514101115795,DSBANJARANYAR,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.934176,111.960341,CANNET,DDS137,50904201436,EM534,D4,,
PJU SELOSARI,514100591944,DS DSSELOSARI KANDAT,P3,7600.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.934243,112.061793,,,,EM502,C1,,
PJU KANDAT,514100587773,DS DSKANDAT,P3,5500.0,3.0,TAGSASI 375,51410.0,KAB,NGADILUWIH,,-7.934377,112.032997,,,,EM462,B5,,
PJU JAMBEAN SEKETI,514101115746,DSJAMBEAN SEKETI,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.934423,112.033034,MELCOINDA,M2XS4V3,8211171,EM462,B6,,
PJU SELOSARI 1,514100845146,DN DNSELOSARI,P3,4400.0,1.0,METER,51410.0,KAB,NGADILUWIH,2000.0,-7.934925,112.061706,ADTECH,IEC62053,32872,EM502,C3,,
PJU CENDONO 3,514100845179,DN DNCENDONO,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.934984,112.015506,ADTECH,IEC62053,28290,EM587,D1,,
PJU DS NGANCAR,514060664402,JL NGANCAR,P3,7840.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.935129,112.193896,,,,EF107,B4A1,,
PJU GUNUNG KELUD BOX 4,514060957375,MARGOMULYO,P3,23000.0,1.0,METER,51406.0,KAB,PARE,10455.0,-7.935757,112.283563,HEXING,HXE320,17070844,EF366,0,,
PJU NGETREP EN018  (M),514110799838,DN NGETREP,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.936147,111.903115,SMARTMETER,SMI 200 S,130082145,EN018,A5,,
PJU BATUAJI 1,514100844439,DN DNBATUAJI,P3,5500.0,1.0,METER,51410.0,KAB,NGADILUWIH,2500.0,-7.936446,112.070773,ITRON,ACE2000,101052710,EM503,C1,,
PJU  NGANCAR T.107,514061240387,DN NGANCAR NO 0 NGANCAR,P3,4400.0,1.0,METER,51406.0,KAB,PARE,2000.0,-7.936707,112.189983,MELCOINDA,MS98E,8798064,EF107,D4,,
PJU TAWANG T.207,514061239952,DN TAWANG NO 0 TAWANG,P3,2200.0,1.0,METER,51406.0,KAB,PARE,1000.0,-7.937249,112.123171,MELCOINDA,MS98E,8798597,EF207,C3,,
PJU DS KNDAT,514100768877,JL JLRAYA KANDAT,P3,2200.0,1.0,METER,51410.0,KAB,NGADILUWIH,1000.0,-7.937255,112.030833,MELCOINDA,MF-97E M,9034554,EM505,C11,,
PJU DS DUWET ( 260 ),514060657832,DN DUWET,P3,112.0.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.937265,112.090014,,,,EF260,B0,,
PJU DS DUWET ( 176 ),514060657808,DN DUWET,P3,3440.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.938403,112.088568,,,,EF176,A1,,
PJU DUWET EF176,514060879984,DN PUCANG ANOM,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.938413,112.088566,METBELOSA,OB91Z,2491195,EF176,A1,,
PJU BANJARANYAR KRAS,514101115704,DSBANJARANYAR,P3,3500.0,1.0,METER,51410.0,KAB,NGADILUWIH,1591.0,-7.938489,111.96827,MELCOINDA,MS98E,821177,EM247,D2A5,,
PJU BRANGGAHAN,514061239986,DN BRANGGAHAN NO 0 KUNJANG,P3,3500.0,1.0,METER,51406.0,KAB,PARE,1591.0,-7.938748,112.135934,MELCOINDA,MS98E,8798600,EF258,B1,,
PJU,514031421357,DN CANGAK,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.938844,112.004706,ITRON,ACE2000,10104592,EC370,C2D9,,
PJU DS PONGGOK T.617/618,514110615934,DS PONGGOK,P3,4160.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.939316,111.921604,,,,EN617,B0,,
PJU PONGGOK EN617,514110800211,DS PONGGOK,P3,5500.0,1.0,METER,51411.0,KAB,GROGOL,2500.0,-7.939326,111.921397,ITRON,351,11698072,EN617,D1,,
PJU,514031004076,DS KRANDANG,P3,4400.0,1.0,METER,51403.0,KAB,TULUNGAGUNG,2000.0,-7.939488,112.008512,ITRON,ACE2000,10104590,EC370,A0,,
PJU NGETREP EN017 (M),514110799846,DN NGETREP,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.940198,111.906936,SMARTMETER,SMI 200 S,161173606,EN017,A1,,
PJU DS MAESAN T. 310/635,514110615926,DS MAESAN MOJO,P3,10650.0,3.0,TAGSASI 375,51411.0,KAB,GROGOL,,-7.940894,111.94973,,,,EN310,C0,,
PJU MAESAN EN311 (M),514110502764,DS MAESAN,P3,4400.0,1.0,METER,51411.0,KAB,GROGOL,2000.0,-7.940905,111.949739,SMARTMETER,SMI 200 S,12071703,EN310,C0,,
PJU DS DUWET ( 173 ),514060657779,DN DUWET,P3,3920.0,3.0,TAGSASI 375,51406.0,KAB,PARE,,-7.940998,112.096483,,,,EF173,D9,,
